Date,High,Low,Open,Close,Volume,Adj Close
1980-12-12,0.1289059966802597,0.1283479928970337,0.1283479928970337,0.1283479928970337,469033600.0,0.10032562911510468
1980-12-15,0.12221000343561172,0.12165199965238571,0.12221000343561172,0.12165199965238571,175884800.0,0.0950915664434433
1980-12-16,0.1132809966802597,0.11272300034761429,0.1132809966802597,0.11272300034761429,105728000.0,0.08811207115650177
1980-12-17,0.11607100069522858,0.11551299691200256,0.11551299691200256,0.11551299691200256,86441600.0,0.09029292315244675
1980-12-18,0.11941999942064285,0.11886200308799744,0.11886200308799744,0.11886200308799744,73449600.0,0.09291074424982071
1980-12-19,0.12667399644851685,0.12611599266529083,0.12611599266529083,0.12611599266529083,48630400.0,0.09858090430498123
1980-12-22,0.1328130066394806,0.1322540044784546,0.1322540044784546,0.1322540044784546,37363200.0,0.10337883979082108
1980-12-23,0.13839299976825714,0.13783499598503113,0.13783499598503113,0.13783499598503113,46950400.0,0.10774131864309311
1980-12-24,0.14564700424671173,0.14508900046348572,0.14508900046348572,0.14508900046348572,48003200.0,0.11341148614883423
1980-12-26,0.15904000401496887,0.15848200023174286,0.15848200023174286,0.15848200023174286,55574400.0,0.12388043105602264
1980-12-29,0.16127200424671173,0.16071400046348572,0.16071400046348572,0.16071400046348572,93161600.0,0.1256251186132431
1980-12-30,0.15736599266529083,0.156808003783226,0.15736599266529083,0.156808003783226,68880000.0,0.12257189303636551
1980-12-31,0.1529020071029663,0.1523440033197403,0.1529020071029663,0.1523440033197403,35750400.0,0.11908252537250519
1981-01-02,0.15513400733470917,0.15401799976825714,0.15401799976825714,0.15401799976825714,21660800.0,0.12039103358983994
1981-01-05,0.15122799575328827,0.15067000687122345,0.15122799575328827,0.15067000687122345,35728000.0,0.11777403205633163
1981-01-06,0.1445309966802597,0.1439729928970337,0.1445309966802597,0.1439729928970337,45158400.0,0.11253916472196579
1981-01-07,0.13839299976825714,0.13783499598503113,0.13839299976825714,0.13783499598503113,55686400.0,0.10774131864309311
1981-01-08,0.13560299575328827,0.13504500687122345,0.13560299575328827,0.13504500687122345,39827200.0,0.10556049644947052
1981-01-09,0.14285700023174286,0.14229899644851685,0.14229899644851685,0.14229899644851685,21504000.0,0.11123068630695343
1981-01-12,0.14229899644851685,0.141183003783226,0.14229899644851685,0.141183003783226,23699200.0,0.11035840213298798
1981-01-13,0.1367190033197403,0.13616099953651428,0.1367190033197403,0.13616099953651428,23049600.0,0.10643284022808075
1981-01-14,0.1372770071029663,0.1367190033197403,0.1367190033197403,0.1367190033197403,14291200.0,0.10686898976564407
1981-01-15,0.140625,0.13950900733470917,0.13950900733470917,0.13950900733470917,14067200.0,0.10904981195926666
1981-01-16,0.13895100355148315,0.13839299976825714,0.13895100355148315,0.13839299976825714,13395200.0,0.10817749053239822
1981-01-19,0.14732100069522858,0.14676299691200256,0.14676299691200256,0.14676299691200256,41574400.0,0.11472007632255554
1981-01-20,0.14285700023174286,0.14229899644851685,0.14285700023174286,0.14229899644851685,30083200.0,0.11123068630695343
1981-01-21,0.14620499312877655,0.14508900046348572,0.14508900046348572,0.14508900046348572,15904000.0,0.11341148614883423
1981-01-22,0.1478790044784546,0.14676299691200256,0.14676299691200256,0.14676299691200256,35548800.0,0.11472007632255554
1981-01-23,0.14732100069522858,0.14620499312877655,0.14676299691200256,0.14620499312877655,11222400.0,0.11428384482860565
1981-01-26,0.1445309966802597,0.1439729928970337,0.1445309966802597,0.1439729928970337,24640000.0,0.11253916472196579
1981-01-27,0.1439729928970337,0.14285700023174286,0.1439729928970337,0.14285700023174286,23699200.0,0.11166691780090332
1981-01-28,0.13895100355148315,0.13839299976825714,0.13895100355148315,0.13839299976825714,28156800.0,0.10817749053239822
1981-01-29,0.13392899930477142,0.1333709955215454,0.13392899930477142,0.1333709955215454,43904000.0,0.10425198823213577
1981-01-30,0.12723200023174286,0.12611599266529083,0.12723200023174286,0.12611599266529083,46188800.0,0.09858090430498123
1981-02-02,0.11941999942064285,0.11886200308799744,0.11941999942064285,0.11886200308799744,23766400.0,0.09291074424982071
1981-02-03,0.12388399988412857,0.12332600355148315,0.12332600355148315,0.12332600355148315,19152000.0,0.09640010446310043
1981-02-04,0.1283479928970337,0.12779000401496887,0.12779000401496887,0.12779000401496887,27865600.0,0.09988944977521896
1981-02-05,0.1289059966802597,0.12779000401496887,0.12779000401496887,0.12779000401496887,7929600.0,0.09988944977521896
1981-02-06,0.1289059966802597,0.1283479928970337,0.1283479928970337,0.1283479928970337,13865600.0,0.10032562911510468
1981-02-09,0.12276799976825714,0.12165199965238571,0.12276799976825714,0.12165199965238571,16755200.0,0.0950915664434433
1981-02-10,0.12221000343561172,0.12165199965238571,0.12165199965238571,0.12165199965238571,18345600.0,0.0950915664434433
1981-02-11,0.11830399930477142,0.11774600297212601,0.11830399930477142,0.11774600297212601,13843200.0,0.09203837811946869
1981-02-12,0.1171879991889,0.11662899702787399,0.1171879991889,0.11662899702787399,14560000.0,0.09116525948047638
1981-02-13,0.11495500057935715,0.11383900046348572,0.11495500057935715,0.11383900046348572,11155200.0,0.08898438513278961
1981-02-17,0.1171879991889,0.11662899702787399,0.11662899702787399,0.11662899702787399,12275200.0,0.09116525948047638
1981-02-18,0.12276799976825714,0.12165199965238571,0.12165199965238571,0.12165199965238571,19241600.0,0.0950915664434433
